                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.81703,                0.56241,                 0.9591,                0.62583,                0.60685,                0.65931,                0.35828,                 1.7909,                 1.4244,                 1.4799,               0.001214,               0.001214,               0.001214
                    154,                0.77699,                 0.5384,                0.95103,                0.83943,                0.50138,                0.66579,                0.33403,                 1.8174,                  1.544,                 1.5029,              0.0012125,              0.0012125,              0.0012125
                    155,                0.79808,                0.56107,                0.92509,                0.84215,                0.52804,                0.63032,                0.33447,                 1.8031,                 1.6869,                 1.5123,              0.0012111,              0.0012111,              0.0012111
                    156,                0.79354,                0.55331,                0.96143,                0.80199,                0.61953,                 0.6676,                0.36198,                 1.8604,                 1.5003,                 1.5449,              0.0012097,              0.0012097,              0.0012097
                    157,                0.84046,                0.55909,                0.97677,                0.77299,                 0.5987,                0.64664,                0.33539,                 1.8522,                 1.4952,                 1.5384,              0.0012083,              0.0012083,              0.0012083
                    158,                0.81213,                0.55614,                0.94448,                0.59302,                0.63467,                0.60507,                0.30938,                 1.8411,                 1.5421,                 1.5118,              0.0012069,              0.0012069,              0.0012069
                    159,                0.78404,                0.56963,                0.94781,                0.72205,                0.59301,                0.57648,                0.31793,                 1.7732,                 1.6912,                 1.4591,              0.0012055,              0.0012055,              0.0012055
                    160,                 0.7864,                0.54378,                0.94869,                0.68403,                0.60634,                0.57346,                0.31343,                 1.7276,                 1.7737,                 1.4299,              0.0012041,              0.0012041,              0.0012041
                    161,                0.83057,                0.55587,                0.95571,                0.58674,                0.62866,                0.58487,                 0.3139,                 1.7444,                 1.6319,                 1.4458,              0.0012026,              0.0012026,              0.0012026
                    162,                0.81619,                0.57758,                0.95383,                 0.6063,                0.66935,                0.62057,                0.33152,                 1.7616,                 1.3475,                 1.4579,              0.0012012,              0.0012012,              0.0012012
                    163,                0.84711,                0.62377,                0.96804,                0.65682,                0.65551,                0.63121,                0.33177,                 1.7989,                 1.4212,                 1.4951,              0.0011998,              0.0011998,              0.0011998
                    164,                0.79135,                0.55777,                0.95303,                0.77053,                 0.6192,                0.63497,                0.34303,                 1.7959,                 1.5738,                 1.5482,              0.0011984,              0.0011984,              0.0011984
                    165,                0.80206,                0.54884,                 0.9225,                0.77176,                0.60177,                0.63372,                0.34472,                 1.7872,                  1.559,                 1.5466,               0.001197,               0.001197,               0.001197
                    166,                0.79278,                0.53583,                0.93964,                0.68438,                0.69286,                0.67944,                0.37757,                 1.7487,                 1.3325,                 1.5432,              0.0011956,              0.0011956,              0.0011956
                    167,                0.79341,                0.56174,                0.95447,                 0.6903,                0.65971,                0.64477,                0.36759,                  1.748,                 1.3091,                 1.5027,              0.0011942,              0.0011942,              0.0011942
                    168,                0.79371,                0.58065,                0.95506,                0.60376,                 0.6046,                0.61759,                0.33606,                   1.75,                 1.5056,                  1.469,              0.0011927,              0.0011927,              0.0011927
                    169,                0.79741,                0.55115,                0.94596,                0.87649,                 0.5062,                0.58698,                0.33072,                 1.7437,                 1.5201,                 1.4367,              0.0011913,              0.0011913,              0.0011913
                    170,                0.78112,                0.52877,                 0.9221,                0.82909,                0.50319,                0.55287,                0.30711,                 1.8309,                 1.6716,                 1.4942,              0.0011899,              0.0011899,              0.0011899
                    171,                0.81667,                0.58895,                0.95547,                0.60098,                0.57472,                0.57853,                0.30622,                 1.8748,                 1.6083,                 1.5369,              0.0011885,              0.0011885,              0.0011885
                    172,                0.80303,                0.53885,                0.92888,                0.68075,                0.63332,                0.61517,                0.31811,                 1.9379,                 1.5221,                  1.613,              0.0011871,              0.0011871,              0.0011871
                    173,                0.78032,                0.57313,                0.92335,                 0.6968,                0.60214,                 0.6219,                0.32731,                  1.927,                 1.5089,                 1.6103,              0.0011857,              0.0011857,              0.0011857
                    174,                0.81071,                0.56008,                0.96692,                0.68143,                 0.6047,                0.61028,                0.32778,                 1.8605,                 1.5932,                 1.5361,              0.0011843,              0.0011843,              0.0011843
                    175,                0.78784,                0.56536,                0.94235,                0.73147,                0.59884,                 0.6388,                0.33342,                 1.8739,                  1.615,                 1.5417,              0.0011828,              0.0011828,              0.0011828
                    176,                0.78588,                0.55766,                0.95718,                0.59052,                0.71685,                0.68523,                0.35192,                 1.8697,                 1.4229,                  1.552,              0.0011814,              0.0011814,              0.0011814
                    177,                0.78534,                0.54381,                0.94571,                0.60063,                0.77935,                0.69465,                0.37392,                 1.8448,                 1.3641,                 1.5368,                0.00118,                0.00118,                0.00118
                    178,                0.80793,                0.56273,                0.94154,                0.66243,                0.66973,                0.65673,                0.35147,                 1.8473,                 1.4533,                  1.611,              0.0011786,              0.0011786,              0.0011786
                    179,                0.80088,                0.56614,                0.94948,                0.59873,                0.66809,                0.63119,                0.30841,                 1.8643,                 1.5165,                 1.6143,              0.0011772,              0.0011772,              0.0011772
                    180,                0.77444,                0.54352,                0.93494,                0.83933,                0.64891,                0.67352,                0.32786,                  1.846,                 1.3478,                 1.5785,              0.0011758,              0.0011758,              0.0011758
                    181,                0.74668,                0.53138,                0.93045,                0.83616,                0.61435,                0.63644,                0.32606,                  1.861,                 1.3239,                 1.5685,              0.0011744,              0.0011744,              0.0011744
                    182,                0.74871,                0.55483,                0.92718,                0.87864,                0.58927,                0.66036,                0.33897,                  1.852,                 1.3153,                 1.5208,              0.0011729,              0.0011729,              0.0011729
                    183,                0.80288,                 0.5759,                0.93591,                0.72942,                0.64686,                0.64992,                0.34776,                 1.7612,                 1.3383,                 1.4734,              0.0011715,              0.0011715,              0.0011715
                    184,                0.77689,                 0.5284,                0.93872,                0.72405,                0.68856,                0.65606,                0.35647,                 1.7713,                 1.3773,                 1.4913,              0.0011701,              0.0011701,              0.0011701
                    185,                0.80499,                0.56803,                0.95004,                0.75298,                0.68786,                 0.6615,                0.34607,                 1.7724,                 1.3347,                 1.4894,              0.0011687,              0.0011687,              0.0011687
                    186,                0.75684,                0.52239,                0.94549,                0.68093,                0.72204,                0.69309,                0.37716,                 1.7623,                  1.286,                 1.5023,              0.0011673,              0.0011673,              0.0011673
                    187,                0.76677,                0.52731,                0.95428,                 0.7968,                0.63923,                0.70898,                0.38885,                 1.7887,                   1.29,                 1.5516,              0.0011659,              0.0011659,              0.0011659
                    188,                0.76032,                0.53774,                0.91872,                0.62684,                0.68076,                0.66579,                0.36306,                 1.8011,                 1.3804,                 1.5672,              0.0011644,              0.0011644,              0.0011644
                    189,                0.71535,                0.49799,                0.92199,                0.58689,                0.66173,                0.63481,                 0.3463,                 1.7935,                 1.4267,                 1.5441,               0.001163,               0.001163,               0.001163
                    190,                 0.7157,                0.50901,                0.92158,                0.68125,                0.61268,                0.61034,                0.33891,                 1.7828,                 1.3692,                  1.535,              0.0011616,              0.0011616,              0.0011616
                    191,                0.75743,                0.54246,                0.91787,                0.65378,                0.58601,                0.63319,                0.33858,                 1.7508,                 1.3491,                 1.4967,              0.0011602,              0.0011602,              0.0011602
                    192,                0.72575,                0.49567,                0.91693,                0.66193,                0.62931,                0.62916,                0.33227,                 1.8034,                 1.4348,                 1.5416,              0.0011588,              0.0011588,              0.0011588
                    193,                0.74714,                 0.4981,                 0.9239,                 0.7498,                0.62134,                0.60858,                0.32789,                 1.7685,                 1.5265,                 1.5292,              0.0011574,              0.0011574,              0.0011574
                    194,                0.77205,                0.52242,                0.92664,                0.66248,                0.64801,                0.63558,                0.33388,                 1.7721,                 1.6279,                 1.5474,               0.001156,               0.001156,               0.001156
                    195,                 0.7746,                0.52695,                 0.9485,                0.61989,                0.66496,                0.63452,                0.31372,                 1.8788,                  1.588,                  1.594,              0.0011545,              0.0011545,              0.0011545
                    196,                0.75004,                0.52281,                0.92077,                0.60479,                0.60685,                0.62384,                0.33266,                 1.8022,                  1.539,                 1.5416,              0.0011531,              0.0011531,              0.0011531
                    197,                0.74233,                0.51813,                 0.9436,                0.68659,                0.53741,                0.60682,                0.32275,                 1.7738,                 1.5093,                 1.5182,              0.0011517,              0.0011517,              0.0011517
                    198,                0.72829,                0.50505,                0.91895,                0.53749,                0.63972,                0.62208,                0.33406,                  1.728,                 1.5914,                 1.4521,              0.0011503,              0.0011503,              0.0011503
                    199,                0.72385,                0.48395,                0.92329,                0.86624,                0.54435,                0.66705,                0.36694,                 1.7144,                 1.5964,                 1.4331,              0.0011489,              0.0011489,              0.0011489
                    200,                0.72843,                0.51154,                 0.9314,                 0.6366,                0.65551,                 0.6531,                0.35947,                 1.7048,                 1.4906,                 1.4238,              0.0011475,              0.0011475,              0.0011475
                    201,                0.74255,                0.49068,                0.91732,                 0.5802,                0.64383,                0.63116,                0.34086,                   1.73,                 1.4639,                 1.4395,              0.0011461,              0.0011461,              0.0011461
                    202,                 0.7391,                0.48164,                0.93302,                0.59519,                0.62717,                0.62693,                0.32827,                 1.7736,                 1.4217,                 1.4768,              0.0011446,              0.0011446,              0.0011446
                    203,                0.71324,                0.46285,                0.90736,                0.69019,                0.62548,                0.63149,                0.33211,                 1.7572,                 1.4718,                 1.4556,              0.0011432,              0.0011432,              0.0011432
                    204,                0.71464,                0.51929,                0.91838,                0.68677,                0.63351,                0.64368,                0.34171,                 1.7531,                 1.4546,                 1.4555,              0.0011418,              0.0011418,              0.0011418
                    205,                0.70617,                0.47001,                0.92215,                0.84248,                0.64052,                0.66929,                0.34645,                 1.7615,                 1.5077,                 1.4619,              0.0011404,              0.0011404,              0.0011404
                    206,                0.69289,                0.45897,                0.90075,                0.86086,                0.62662,                0.67622,                0.35155,                 1.7788,                 1.5703,                 1.4852,               0.001139,               0.001139,               0.001139
                    207,                0.76037,                0.55625,                0.93918,                0.75157,                0.68217,                0.70336,                0.35521,                 1.8038,                  1.493,                 1.5003,              0.0011376,              0.0011376,              0.0011376
                    208,                0.68577,                0.47531,                0.91855,                0.73006,                0.71985,                 0.7264,                0.36625,                  1.826,                 1.2979,                 1.5119,              0.0011362,              0.0011362,              0.0011362
                    209,                0.69185,                0.48897,                0.92628,                0.73438,                0.72641,                0.72913,                0.37585,                 1.8331,                 1.2602,                 1.5114,              0.0011347,              0.0011347,              0.0011347
                    210,                0.75105,                0.52706,                0.91712,                0.85709,                0.61374,                0.72506,                0.36535,                 1.9062,                 1.2995,                 1.5676,              0.0011333,              0.0011333,              0.0011333
                    211,                0.71245,                0.52731,                0.91955,                0.75722,                0.63518,                0.70804,                0.35204,                  1.863,                 1.2188,                 1.5564,              0.0011319,              0.0011319,              0.0011319
                    212,                  0.736,                  0.532,                0.91748,                0.68364,                0.71685,                0.70042,                0.36141,                 1.8652,                 1.3117,                 1.5928,              0.0011305,              0.0011305,              0.0011305
                    213,                0.74457,                0.53167,                0.95534,                0.66182,                0.73768,                 0.6832,                0.34885,                 1.8534,                  1.355,                 1.5859,              0.0011291,              0.0011291,              0.0011291
                    214,                0.74754,                0.54214,                0.92705,                0.66016,                0.75748,                0.67468,                0.34959,                 1.8274,                 1.3533,                 1.5716,              0.0011277,              0.0011277,              0.0011277
                    215,                0.73633,                0.48843,                   0.93,                0.65787,                0.72442,                0.67367,                0.35189,                 1.8222,                 1.3681,                 1.5768,              0.0011263,              0.0011263,              0.0011263
                    216,                0.72322,                0.49267,                0.92686,                 0.6724,                0.63986,                0.64707,                0.33782,                 1.8162,                 1.4118,                 1.5474,              0.0011248,              0.0011248,              0.0011248
                    217,                0.71445,                0.47018,                0.91448,                0.63477,                0.69486,                0.66039,                0.34445,                 1.8146,                  1.488,                  1.543,              0.0011234,              0.0011234,              0.0011234
                    218,                0.69102,                0.45646,                0.91724,                0.61803,                0.69328,                0.65369,                0.35275,                 1.7746,                 1.4736,                 1.5083,               0.001122,               0.001122,               0.001122
                    219,                0.72321,                 0.5074,                0.93843,                0.68858,                0.62917,                0.64949,                0.34829,                    1.8,                 1.3374,                  1.546,              0.0011206,              0.0011206,              0.0011206
                    220,                0.74609,                0.51009,                 0.9168,                0.67283,                0.63236,                0.63495,                0.34639,                 1.8009,                 1.3548,                 1.5574,              0.0011192,              0.0011192,              0.0011192
                    221,                0.73015,                0.49301,                0.94089,                0.69767,                0.63526,                0.63358,                0.34505,                 1.8018,                 1.3708,                 1.5721,              0.0011178,              0.0011178,              0.0011178
                    222,                0.73032,                0.51494,                0.93104,                0.59293,                0.66418,                0.63595,                0.33896,                 1.8069,                 1.3294,                 1.5537,              0.0011163,              0.0011163,              0.0011163
                    223,                0.71908,                0.49497,                0.91466,                0.59296,                0.69616,                0.61694,                0.33273,                 1.8411,                  1.405,                 1.5583,              0.0011149,              0.0011149,              0.0011149
                    224,                0.71405,                0.47385,                 0.9227,                0.55705,                0.75964,                0.62804,                0.33315,                 1.8526,                 1.4117,                 1.5666,              0.0011135,              0.0011135,              0.0011135
                    225,                0.69655,                0.47614,                0.92433,                 0.6686,                0.66642,                0.65435,                0.34406,                 1.8469,                 1.3347,                 1.5609,              0.0011121,              0.0011121,              0.0011121
                    226,                0.68188,                0.47522,                0.91663,                 0.6995,                0.64736,                 0.6789,                0.35617,                 1.8248,                 1.2913,                 1.5436,              0.0011107,              0.0011107,              0.0011107
                    227,                0.72779,                0.54381,                0.95094,                0.68556,                0.72504,                0.69028,                0.36418,                 1.8367,                 1.3023,                 1.5432,              0.0011093,              0.0011093,              0.0011093
                    228,                0.69379,                 0.4692,                0.90431,                0.72148,                 0.6584,                0.67517,                0.36055,                 1.8425,                 1.3197,                 1.5483,              0.0011079,              0.0011079,              0.0011079
                    229,                0.75561,                0.53386,                 0.9385,                0.72463,                0.65806,                0.66327,                0.35215,                 1.8344,                 1.3323,                 1.5501,              0.0011064,              0.0011064,              0.0011064
                    230,                0.73859,                0.49799,                0.91586,                0.69211,                0.62757,                0.64305,                0.34746,                 1.8217,                 1.3434,                 1.5464,               0.001105,               0.001105,               0.001105
                    231,                 0.7263,                0.50287,                0.92208,                0.78542,                0.54783,                0.61704,                0.34925,                  1.841,                 1.4455,                  1.551,              0.0011036,              0.0011036,              0.0011036
                    232,                0.72274,                0.48951,                0.91608,                0.60356,                0.59819,                0.59732,                0.34302,                 1.7465,                 1.6122,                 1.4689,              0.0011022,              0.0011022,              0.0011022
                    233,                 0.6913,                 0.4779,                  0.915,                0.90677,                 0.5032,                0.59459,                0.34001,                 1.7329,                 1.6482,                 1.4544,              0.0011008,              0.0011008,              0.0011008
                    234,                0.69722,                0.47118,                0.91114,                0.46349,                0.57351,                 0.5994,                0.33651,                 1.7505,                 1.6924,                 1.4563,              0.0010994,              0.0010994,              0.0010994
                    235,                0.71865,                0.49576,                0.91563,                0.58927,                0.66768,                0.62864,                0.34033,                 1.7845,                 1.5897,                  1.467,               0.001098,               0.001098,               0.001098
                    236,                0.71483,                0.49224,                0.90648,                0.65752,                0.66069,                0.65214,                0.35068,                 1.7984,                 1.4968,                 1.4648,              0.0010965,              0.0010965,              0.0010965
                    237,                0.69308,                0.47912,                0.92481,                0.58387,                0.66745,                0.64023,                0.34671,                 1.7682,                 1.4837,                 1.4594,              0.0010951,              0.0010951,              0.0010951
                    238,                0.69083,                0.46356,                0.90313,                0.78758,                0.59819,                0.63644,                0.34893,                 1.7041,                 1.5516,                 1.4348,              0.0010937,              0.0010937,              0.0010937
                    239,                0.70018,                 0.4667,                0.91646,                0.66472,                0.58231,                0.63505,                0.34669,                 1.6954,                 1.5867,                 1.4255,              0.0010923,              0.0010923,              0.0010923
                    240,                0.71202,                 0.4656,                0.91885,                0.78431,                0.55069,                0.62602,                0.33651,                  1.758,                 1.6358,                 1.4672,              0.0010909,              0.0010909,              0.0010909
                    241,                0.68319,                0.45969,                0.88823,                0.82108,                0.55928,                0.61534,                0.34038,                 1.7607,                 1.6729,                  1.479,              0.0010895,              0.0010895,              0.0010895
                    242,                0.69297,                0.47304,                0.91106,                0.78569,                0.58649,                0.59356,                0.31772,                 1.7878,                 1.7127,                 1.4992,              0.0010881,              0.0010881,              0.0010881
                    243,                0.68808,                0.46134,                0.90203,                0.86932,                0.60518,                0.62324,                0.34825,                 1.7336,                 1.5811,                 1.4655,              0.0010866,              0.0010866,              0.0010866
                    244,                0.70484,                0.49141,                0.93132,                0.87211,                0.63502,                0.66787,                 0.3654,                 1.7211,                 1.4234,                 1.4714,              0.0010852,              0.0010852,              0.0010852
                    245,                0.66107,                0.44595,                0.89975,                0.80405,                0.61087,                0.66582,                0.36518,                   1.73,                 1.4825,                  1.484,              0.0010838,              0.0010838,              0.0010838
                    246,                0.72127,                0.48218,                0.91695,                0.81044,                0.62152,                0.67283,                0.35579,                  1.765,                 1.4945,                 1.5056,              0.0010824,              0.0010824,              0.0010824
                    247,                0.67743,                0.46183,                0.91495,                0.83907,                 0.6397,                0.69202,                0.37137,                 1.7947,                 1.3663,                 1.5147,               0.001081,               0.001081,               0.001081
                    248,                0.66497,                0.45017,                0.90279,                0.89626,                0.58751,                0.68802,                0.35769,                 1.7746,                 1.3906,                 1.4964,              0.0010796,              0.0010796,              0.0010796
                    249,                0.67854,                0.46913,                0.90772,                0.61082,                0.68217,                0.67678,                0.35703,                 1.7735,                 1.4141,                 1.4926,              0.0010782,              0.0010782,              0.0010782
                    250,                0.66976,                0.45782,                0.91196,                0.61438,                0.62226,                0.64193,                 0.3449,                 1.7924,                 1.4133,                 1.4759,              0.0010767,              0.0010767,              0.0010767
                    251,                0.69665,                0.48245,                0.92572,                0.72665,                 0.6092,                   0.67,                0.35565,                 1.7904,                 1.3403,                 1.4812,              0.0010753,              0.0010753,              0.0010753
                    252,                0.66388,                0.46111,                0.88966,                 0.6709,                0.66522,                 0.6847,                0.37217,                 1.7821,                 1.3149,                 1.4867,              0.0010739,              0.0010739,              0.0010739
                    253,                0.66728,                0.47091,                0.92051,                0.73381,                 0.6646,                0.69678,                0.37974,                 1.8002,                 1.3609,                 1.5033,              0.0010725,              0.0010725,              0.0010725
                    254,                0.71736,                0.47365,                0.91003,                 0.7061,                0.66884,                 0.6589,                0.34832,                 1.8108,                 1.4676,                 1.5083,              0.0010711,              0.0010711,              0.0010711
                    255,                0.69163,                0.48248,                0.92599,                 0.7614,                0.63776,                0.66785,                0.36501,                 1.7463,                 1.3783,                 1.4668,              0.0010697,              0.0010697,              0.0010697
                    256,                0.69969,                 0.4776,                0.90557,                0.74019,                0.61475,                0.66556,                0.36259,                 1.7808,                 1.3628,                 1.5133,              0.0010682,              0.0010682,              0.0010682
                    257,                0.68153,                0.50227,                0.90248,                0.74649,                0.62245,                0.66569,                 0.3675,                 1.7789,                 1.3677,                 1.5091,              0.0010668,              0.0010668,              0.0010668
                    258,                0.69733,                0.46101,                0.90761,                0.78722,                0.64934,                0.67926,                0.37582,                 1.7847,                  1.362,                   1.51,              0.0010654,              0.0010654,              0.0010654
                    259,                0.69089,                0.47533,                0.92103,                0.73587,                0.66768,                0.67638,                0.36607,                 1.7818,                 1.4117,                 1.4898,               0.001064,               0.001064,               0.001064
                    260,                0.68416,                0.45318,                0.89779,                0.73257,                0.69641,                0.67697,                0.36471,                 1.7813,                 1.4511,                 1.4886,              0.0010626,              0.0010626,              0.0010626
                    261,                0.67862,                0.45435,                 0.8954,                0.72576,                0.66405,                0.66326,                0.36424,                  1.772,                 1.4503,                 1.4925,              0.0010612,              0.0010612,              0.0010612
                    262,                0.70375,                0.44968,                0.91152,                0.80359,                0.64705,                0.66523,                0.35151,                 1.7918,                 1.4909,                 1.4928,              0.0010598,              0.0010598,              0.0010598
                    263,                0.70386,                0.46949,                0.90922,                0.79635,                0.60612,                0.66113,                0.34171,                 1.8076,                 1.6031,                 1.4976,              0.0010583,              0.0010583,              0.0010583
                    264,                0.68823,                0.48373,                0.92377,                0.70811,                0.58071,                0.64191,                0.33905,                 1.8009,                 1.5919,                 1.4816,              0.0010569,              0.0010569,              0.0010569
                    265,                0.68545,                 0.4705,                0.89389,                0.86592,                0.57152,                0.65395,                0.34554,                 1.8167,                 1.6285,                 1.4942,              0.0010555,              0.0010555,              0.0010555
                    266,                0.66453,                0.44887,                0.90075,                0.68174,                0.61781,                0.63156,                0.34369,                 1.8082,                 1.5453,                 1.4968,              0.0010541,              0.0010541,              0.0010541
                    267,                0.65076,                 0.4275,                0.90809,                0.67494,                 0.6263,                0.62995,                0.34291,                 1.8389,                 1.4739,                 1.5189,              0.0010527,              0.0010527,              0.0010527
                    268,                0.66937,                 0.4532,                0.91509,                0.67399,                0.62964,                0.61697,                0.33674,                 1.8198,                 1.4771,                 1.5168,              0.0010513,              0.0010513,              0.0010513
                    269,                0.65524,                0.43015,                0.90372,                0.71188,                0.63467,                0.60233,                0.32251,                 1.8051,                 1.4763,                 1.4973,              0.0010499,              0.0010499,              0.0010499
                    270,                0.65881,                0.44376,                0.89971,                0.64128,                0.64217,                0.59953,                0.32854,                 1.8206,                 1.4652,                 1.5091,              0.0010484,              0.0010484,              0.0010484
                    271,                0.67814,                0.45795,                0.91035,                0.55582,                0.64371,                0.58718,                0.32239,                 1.8316,                 1.4544,                 1.5287,               0.001047,               0.001047,               0.001047
                    272,                0.63796,                0.43352,                0.87727,                 0.5786,                0.60552,                0.57785,                0.31802,                 1.8377,                 1.5342,                 1.5679,              0.0010456,              0.0010456,              0.0010456
                    273,                0.68099,                0.49526,                0.92303,                0.63467,                0.61551,                0.60752,                0.32254,                 1.8424,                   1.54,                  1.575,              0.0010442,              0.0010442,              0.0010442
                    274,                0.70045,                0.48436,                0.91994,                0.71657,                0.58884,                0.64102,                 0.3368,                 1.8523,                 1.3651,                 1.5762,              0.0010428,              0.0010428,              0.0010428
                    275,                0.70887,                0.50047,                0.91702,                0.69946,                0.59324,                0.61536,                0.33895,                 1.8832,                 1.4724,                 1.5644,              0.0010414,              0.0010414,              0.0010414
                    276,                  0.656,                0.47733,                0.90223,                0.81624,                 0.5442,                0.60505,                0.33033,                 1.8418,                 1.7608,                 1.5204,                0.00104,                0.00104,                0.00104
                    277,                0.66624,                0.46355,                0.89588,                0.74637,                0.52071,                0.58482,                0.32075,                 1.8189,                 1.8024,                  1.509,              0.0010385,              0.0010385,              0.0010385
                    278,                0.67591,                0.45569,                0.90313,                0.84408,                0.54565,                0.58935,                 0.3134,                 1.8039,                 1.9192,                   1.51,              0.0010371,              0.0010371,              0.0010371
                    279,                 0.6758,                0.47836,                0.90759,                0.82965,                0.56691,                0.59752,                0.32527,                 1.7271,                 1.8136,                 1.4494,              0.0010357,              0.0010357,              0.0010357
                    280,                 0.6855,                0.45525,                0.91689,                0.82846,                0.56569,                0.64171,                0.33915,                 1.7749,                 1.6767,                 1.4853,              0.0010343,              0.0010343,              0.0010343
                    281,                0.66964,                0.43735,                0.91017,                0.74938,                0.57814,                0.65142,                0.32944,                 1.8037,                 1.5779,                 1.5204,              0.0010329,              0.0010329,              0.0010329
                    282,                0.65766,                0.45259,                 0.9086,                0.66815,                 0.6187,                0.67257,                0.35099,                 1.8694,                 1.5434,                 1.6121,              0.0010315,              0.0010315,              0.0010315
                    283,                0.69129,                0.45848,                0.90498,                0.65287,                 0.6942,                0.67339,                0.34858,                  1.857,                 1.4864,                  1.611,              0.0010301,              0.0010301,              0.0010301
                    284,                0.69833,                0.48926,                0.93593,                0.59538,                0.68595,                 0.6713,                 0.3443,                 1.8654,                 1.4085,                 1.5999,              0.0010286,              0.0010286,              0.0010286
                    285,                0.65303,                0.44801,                0.90274,                0.65084,                 0.6592,                0.65561,                0.34895,                 1.8526,                 1.3476,                  1.569,              0.0010272,              0.0010272,              0.0010272
                    286,                0.63922,                0.44998,                0.89859,                0.69511,                0.64851,                 0.6441,                0.34781,                 1.7939,                 1.3168,                 1.4939,              0.0010258,              0.0010258,              0.0010258
                    287,                0.62155,                0.42484,                0.88757,                0.73056,                0.67012,                 0.6425,                0.33785,                 1.8733,                 1.4688,                 1.5418,              0.0010244,              0.0010244,              0.0010244
